Review,Liked
তার কাজের ধরন আমার মতো ভালো না,negative
সে মনের অনেক কাছে,positive
তিনি সবাইকে ভালোবাসতে জানেন,positive
তিনি অনেক প্রকার রাগ করতে জানেন,negative
দিনগুলো কষ্টের ছিলো,negative
সে মনের মতো মানুষ,positive
আমরা সবাই সুখে ভালো আছি,positive
তার জন্য আমার অনেক ভয় হয়,negative
আমি তাকে ভালোবাসি না কারন আমি তাকে ঘৃণা করি,negative
তার করা সবকিছু আনন্দের ছিলো,positive
তাকে দেখি সে সবাইকে ভালোবেসে কাছে নেয়,positive
সে রাগ করে সবকিছু নিয়ে নেয়,negative
তাকে আমার অনেক ভালো লাগে,positive
দেশ এর জন্য কাজ করলে সবাই খুশি হয়,positive
তার সবাইকে ভয় লাগে,negative
তাকে কেউ ভালোবাসে না,negative
কেউ তাকে বাজে কথা বলে নি,positive
সে মানুষটা ভালো অপদার্থ না,positive
সে মানুষটা ভালো নগণ্য না,positive
সে মানুষটা ভালো অকর্মণ্য না,positive
সে মানুষটা ভালো অধম না,positive
সে মানুষটা ভালো দাম্ভিক না,positive
কেউ দুঃখের কথা বলে নি তাই সবাই আনন্দিত,positive
তার মন সুন্দর না তাই তাকে ভয় হয়,negative
